gene	gene_id	lof.oe_ci.upper	is_constrained
THPO	ENSG00000090534	1.117	FALSE
THRA	ENSG00000126351	0.439	FALSE
THRAP3	ENSG00000054118	0.244	TRUE
THRB	ENSG00000151090	0.43	FALSE
THRSP	ENSG00000151365	1.396	FALSE
THSD1	ENSG00000136114	0.861	FALSE
THSD4	ENSG00000187720	0.727	FALSE
THSD7A	ENSG00000005108	0.5	FALSE
THSD7B	ENSG00000144229	0.763	FALSE
THTPA	ENSG00000259431	1.3	FALSE
THUMPD1	ENSG00000066654	1.41	FALSE
THUMPD2	ENSG00000138050	1.396	FALSE
THUMPD3	ENSG00000134077	1.003	FALSE
THY1	ENSG00000154096	1.081	FALSE
THYN1	ENSG00000151500	1.353	FALSE
TIA1	ENSG00000116001	0.517	FALSE
TIAF1	ENSG00000221995	1.714	FALSE
TIAL1	ENSG00000151923	0.213	TRUE
TIAM1	ENSG00000156299	0.469	FALSE
TIAM2	ENSG00000146426	0.572	FALSE
TICAM1	ENSG00000127666	1.802	FALSE
TICAM2	ENSG00000243414	1.565	FALSE
TICRR	ENSG00000140534	0.866	FALSE
TIE1	ENSG00000066056	0.818	FALSE
TIFA	ENSG00000145365	NA	NA
TIFAB	ENSG00000255833	1.87	FALSE
TIGAR	ENSG00000078237	1.194	FALSE
TIGD1	ENSG00000221944	1.895	FALSE
TIGD2	ENSG00000180346	0.739	FALSE
TIGD3	ENSG00000173825	1.219	FALSE
TIGD4	ENSG00000169989	1.123	FALSE
TIGD5	ENSG00000179886	1.565	FALSE
TIGD6	ENSG00000164296	1.366	FALSE
TIGD7	ENSG00000140993	1.288	FALSE
TIGIT	ENSG00000181847	0.929	FALSE
TIMD4	ENSG00000145850	1.052	FALSE
TIMELESS	ENSG00000111602	0.857	FALSE
TIMM10	ENSG00000134809	1.885	FALSE
TIMM10B	ENSG00000132286	1.854	FALSE
TIMM13	ENSG00000099800	1.521	FALSE
TIMM17A	ENSG00000134375	0.951	FALSE
TIMM21	ENSG00000075336	1.388	FALSE
TIMM22	ENSG00000177370	0.998	FALSE
TIMM23	ENSG00000265354	0.799	FALSE
TIMM23B	ENSG00000204152	1.259	FALSE
TIMM23B-AGAP6	ENSG00000178440	1.39	FALSE
TIMM29	ENSG00000142444	1.919	FALSE
TIMM44	ENSG00000104980	0.758	FALSE
TIMM50	ENSG00000105197	0.913	FALSE
TIMM8B	ENSG00000150779	1.55	FALSE
TIMM9	ENSG00000100575	1.213	FALSE
TIMMDC1	ENSG00000113845	1.023	FALSE
TIMP2	ENSG00000035862	0.448	FALSE
TIMP3	ENSG00000100234	0.66	FALSE
TIMP4	ENSG00000157150	1.397	FALSE
TINAG	ENSG00000137251	1.362	FALSE
TINAGL1	ENSG00000142910	0.794	FALSE
TINF2	ENSG00000092330	0.688	FALSE
TIPARP	ENSG00000163659	0.346	TRUE
TIPIN	ENSG00000075131	1.076	FALSE
TIPRL	ENSG00000143155	0.616	FALSE
TIRAP	ENSG00000150455	1.432	FALSE
TJAP1	ENSG00000137221	0.954	FALSE
TJP1	ENSG00000104067	0.275	TRUE
TJP2	ENSG00000119139	0.825	FALSE
TJP3	ENSG00000105289	1.061	FALSE
TK1	ENSG00000167900	1.015	FALSE
TK2	ENSG00000166548	1.101	FALSE
TKFC	ENSG00000149476	0.968	FALSE
TKT	ENSG00000163931	0.923	FALSE
TKTL2	ENSG00000151005	1.613	FALSE
TLCD1	ENSG00000160606	1.295	FALSE
TLCD2	ENSG00000185561	1.379	FALSE
TLCD3A	ENSG00000167695	0.937	FALSE
TLCD3B	ENSG00000149926	0.643	FALSE
TLCD4	ENSG00000152078	0.527	FALSE
TLCD4-RWDD3	ENSG00000271092	0.792	FALSE
TLCD5	ENSG00000181264	1.05	FALSE
TLDC2	ENSG00000101342	1.103	FALSE
TLE1	ENSG00000196781	0.343	TRUE
TLE2	ENSG00000065717	1.02	FALSE
TLE3	ENSG00000140332	0.276	TRUE
TLE4	ENSG00000106829	0.166	TRUE
TLE5	ENSG00000104964	0.631	FALSE
TLE6	ENSG00000104953	1.121	FALSE
TLK1	ENSG00000198586	0.338	TRUE
TLK2	ENSG00000146872	0.103	TRUE
TLL1	ENSG00000038295	0.467	FALSE
TLL2	ENSG00000095587	0.99	FALSE
TLN1	ENSG00000137076	0.236	TRUE
TLN2	ENSG00000171914	0.456	FALSE
TLNRD1	ENSG00000140406	1.664	FALSE
TLR1	ENSG00000174125	1.348	FALSE
TLR10	ENSG00000174123	1.833	FALSE
TLR2	ENSG00000137462	1.432	FALSE
TLR3	ENSG00000164342	0.796	FALSE
TLR4	ENSG00000136869	0.858	FALSE
TLR5	ENSG00000187554	1.845	FALSE
TLR6	ENSG00000174130	0.985	FALSE
TLR9	ENSG00000239732	1.116	FALSE
TLX1	ENSG00000107807	0.504	FALSE
TLX2	ENSG00000115297	1.278	FALSE
TLX3	ENSG00000164438	1.004	FALSE
TM2D1	ENSG00000162604	1.098	FALSE
TM2D2	ENSG00000169490	1.297	FALSE
TM2D3	ENSG00000184277	1.57	FALSE
TM4SF1	ENSG00000169908	1.191	FALSE
TM4SF18	ENSG00000163762	1.426	FALSE
TM4SF19	ENSG00000145107	1.102	FALSE
TM4SF19-DYNLT2B	ENSG00000273331	NA	NA
TM4SF20	ENSG00000168955	1.228	FALSE
TM4SF4	ENSG00000169903	1.545	FALSE
TM4SF5	ENSG00000142484	1.124	FALSE
TM6SF1	ENSG00000136404	1.269	FALSE
TM6SF2	ENSG00000213996	0.963	FALSE
TM7SF2	ENSG00000149809	1.302	FALSE
TM7SF3	ENSG00000064115	1.226	FALSE
TM9SF1	ENSG00000100926	0.631	FALSE
TM9SF2	ENSG00000125304	0.256	TRUE
TM9SF3	ENSG00000077147	0.262	TRUE
TM9SF4	ENSG00000101337	0.377	TRUE
TMA16	ENSG00000198498	1.598	FALSE
TMA7	ENSG00000232112	0.901	FALSE
TMBIM1	ENSG00000135926	1.114	FALSE
TMBIM4	ENSG00000155957	1.766	FALSE
TMBIM6	ENSG00000139644	0.625	FALSE
TMC1	ENSG00000165091	0.914	FALSE
TMC2	ENSG00000149488	1.151	FALSE
TMC3	ENSG00000188869	1.033	FALSE
TMC4	ENSG00000167608	1.052	FALSE
TMC5	ENSG00000103534	0.927	FALSE
TMC6	ENSG00000141524	1.019	FALSE
TMC7	ENSG00000170537	0.795	FALSE
TMC8	ENSG00000167895	1.201	FALSE
TMCC1	ENSG00000172765	0.436	FALSE
TMCC2	ENSG00000133069	0.484	FALSE
TMCC3	ENSG00000057704	1.038	FALSE
TMCO1	ENSG00000143183	1.404	FALSE
TMCO2	ENSG00000188800	1.041	FALSE
TMCO3	ENSG00000150403	1.056	FALSE
TMCO4	ENSG00000162542	1.053	FALSE
TMCO5A	ENSG00000166069	1.143	FALSE
TMCO6	ENSG00000113119	0.953	FALSE
TMED1	ENSG00000099203	1.435	FALSE
TMED10	ENSG00000170348	0.577	FALSE
TMED2	ENSG00000086598	0.447	FALSE
TMED3	ENSG00000166557	0.979	FALSE
TMED4	ENSG00000158604	1.294	FALSE
TMED5	ENSG00000117500	1.662	FALSE
TMED6	ENSG00000157315	0.917	FALSE
TMED7	ENSG00000134970	0.668	FALSE
TMED7-TICAM2	ENSG00000251201	0.788	FALSE
TMED8	ENSG00000100580	0.608	FALSE
TMED9	ENSG00000184840	1.054	FALSE
TMEFF1	ENSG00000241697	0.661	FALSE
TMEFF2	ENSG00000144339	0.683	FALSE
TMEM100	ENSG00000166292	0.459	FALSE
TMEM101	ENSG00000091947	0.942	FALSE
TMEM102	ENSG00000181284	1.573	FALSE
TMEM104	ENSG00000109066	1.059	FALSE
TMEM106A	ENSG00000184988	1.189	FALSE
TMEM106B	ENSG00000106460	0.813	FALSE
TMEM106C	ENSG00000134291	1.155	FALSE
TMEM107	ENSG00000179029	1.493	FALSE
TMEM108	ENSG00000144868	0.586	FALSE
TMEM109	ENSG00000110108	1.012	FALSE
TMEM11	ENSG00000178307	0.268	TRUE
TMEM114	ENSG00000232258	1.631	FALSE
TMEM115	ENSG00000126062	0.683	FALSE
TMEM116	ENSG00000198270	1.101	FALSE
TMEM117	ENSG00000139173	0.67	FALSE
TMEM119	ENSG00000183160	1.823	FALSE
TMEM120A	ENSG00000189077	1.251	FALSE
TMEM120B	ENSG00000188735	0.827	FALSE
TMEM121	ENSG00000184986	1.157	FALSE
TMEM121B	ENSG00000183307	1.839	FALSE
TMEM123	ENSG00000152558	1.334	FALSE
TMEM125	ENSG00000179178	1.946	FALSE
TMEM126A	ENSG00000171202	0.839	FALSE
TMEM126B	ENSG00000171204	1.825	FALSE
TMEM127	ENSG00000135956	1.587	FALSE
TMEM128	ENSG00000132406	1.552	FALSE
TMEM129	ENSG00000168936	1.801	FALSE
TMEM130	ENSG00000166448	1.187	FALSE
TMEM131	ENSG00000075568	0.374	TRUE
TMEM131L	ENSG00000121210	0.404	FALSE
TMEM132A	ENSG00000006118	1.026	FALSE
TMEM132B	ENSG00000139364	0.288	TRUE
TMEM132C	ENSG00000181234	0.719	FALSE
TMEM132D	ENSG00000151952	0.5	FALSE
TMEM132E	ENSG00000181291	0.867	FALSE
TMEM134	ENSG00000172663	1.953	FALSE
TMEM135	ENSG00000166575	0.743	FALSE
TMEM138	ENSG00000149483	0.927	FALSE
TMEM139	ENSG00000178826	0.981	FALSE
TMEM140	ENSG00000146859	1.923	FALSE
TMEM141	ENSG00000244187	1.777	FALSE
TMEM143	ENSG00000161558	1.479	FALSE
TMEM144	ENSG00000164124	1.363	FALSE
TMEM145	ENSG00000167619	0.848	FALSE
TMEM147	ENSG00000105677	1.275	FALSE
TMEM14A	ENSG00000096092	1.183	FALSE
TMEM14B	ENSG00000137210	0.989	FALSE
TMEM14C	ENSG00000111843	1.427	FALSE
TMEM150A	ENSG00000168890	0.847	FALSE
TMEM150B	ENSG00000180061	1.755	FALSE
TMEM150C	ENSG00000249242	0.63	FALSE
TMEM151A	ENSG00000179292	1.322	FALSE
TMEM151B	ENSG00000178233	0.986	FALSE
TMEM154	ENSG00000170006	1.503	FALSE
TMEM156	ENSG00000121895	1.242	FALSE
TMEM158	ENSG00000249992	1.966	FALSE
TMEM160	ENSG00000130748	1.941	FALSE
TMEM161A	ENSG00000064545	1.082	FALSE
TMEM161B	ENSG00000164180	0.79	FALSE
TMEM163	ENSG00000152128	1.024	FALSE
TMEM165	ENSG00000134851	1.071	FALSE
TMEM167A	ENSG00000174695	1.592	FALSE
TMEM167B	ENSG00000215717	0.718	FALSE
TMEM168	ENSG00000146802	0.953	FALSE
TMEM169	ENSG00000163449	0.923	FALSE
TMEM17	ENSG00000186889	1.295	FALSE
TMEM170A	ENSG00000166822	1.909	FALSE
TMEM170B	ENSG00000205269	0.976	FALSE
TMEM171	ENSG00000157111	1.229	FALSE
TMEM174	ENSG00000164325	1.23	FALSE
TMEM175	ENSG00000127419	1.295	FALSE
TMEM176A	ENSG00000002933	1.088	FALSE
TMEM176B	ENSG00000106565	1.256	FALSE
TMEM177	ENSG00000144120	0.811	FALSE
TMEM178A	ENSG00000152154	0.85	FALSE
TMEM178B	ENSG00000261115	0.431	FALSE
TMEM179	ENSG00000258986	1.461	FALSE
TMEM179B	ENSG00000185475	1.225	FALSE
TMEM18	ENSG00000151353	1.198	FALSE
TMEM181	ENSG00000146433	0.659	FALSE
TMEM182	ENSG00000170417	1.092	FALSE
TMEM183A	ENSG00000163444	0.671	FALSE
TMEM184A	ENSG00000164855	1.346	FALSE
TMEM184B	ENSG00000198792	0.612	FALSE
TMEM184C	ENSG00000164168	0.594	FALSE
TMEM185B	ENSG00000226479	0.774	FALSE
TMEM186	ENSG00000184857	1.811	FALSE
TMEM19	ENSG00000139291	0.929	FALSE
TMEM190	ENSG00000160472	1.413	FALSE
TMEM191B	ENSG00000278558	1.905	FALSE
TMEM191C	ENSG00000206140	1.303	FALSE
TMEM192	ENSG00000170088	1.168	FALSE
TMEM196	ENSG00000173452	1.358	FALSE
TMEM198	ENSG00000188760	1.145	FALSE
TMEM199	ENSG00000244045	1.374	FALSE
TMEM200A	ENSG00000164484	0.764	FALSE
TMEM200B	ENSG00000253304	1.37	FALSE
TMEM200C	ENSG00000206432	1.778	FALSE
TMEM201	ENSG00000188807	0.617	FALSE
TMEM202	ENSG00000187806	1.316	FALSE
TMEM203	ENSG00000187713	1.215	FALSE
TMEM204	ENSG00000131634	1.236	FALSE
TMEM205	ENSG00000105518	0.836	FALSE
TMEM207	ENSG00000198398	1.17	FALSE
TMEM208	ENSG00000168701	1.021	FALSE
TMEM209	ENSG00000146842	1.124	FALSE
TMEM210	ENSG00000185863	1.374	FALSE
TMEM211	ENSG00000206069	1.392	FALSE
TMEM212	ENSG00000186329	1.643	FALSE
TMEM213	ENSG00000214128	1.454	FALSE
TMEM214	ENSG00000119777	0.927	FALSE
TMEM215	ENSG00000188133	1.301	FALSE
TMEM216	ENSG00000187049	1.453	FALSE
TMEM217	ENSG00000172738	1.755	FALSE
TMEM218	ENSG00000150433	1.214	FALSE
TMEM219	ENSG00000149932	1.425	FALSE
TMEM220	ENSG00000187824	1.431	FALSE
TMEM221	ENSG00000188051	1.882	FALSE
TMEM222	ENSG00000186501	1.118	FALSE
TMEM223	ENSG00000168569	1.781	FALSE
TMEM225	ENSG00000204300	0.945	FALSE
TMEM225B	ENSG00000244219	1.101	FALSE
TMEM229A	ENSG00000234224	1.138	FALSE
TMEM229B	ENSG00000198133	0.849	FALSE
TMEM230	ENSG00000089063	1.283	FALSE
TMEM231	ENSG00000205084	1.41	FALSE
TMEM232	ENSG00000186952	1.3	FALSE
TMEM233	ENSG00000224982	1.034	FALSE
TMEM234	ENSG00000160055	1.63	FALSE
TMEM235	ENSG00000204278	1.736	FALSE
TMEM236	ENSG00000148483	1.133	FALSE
TMEM237	ENSG00000155755	1.318	FALSE
TMEM238	ENSG00000233493	NA	NA
TMEM239	ENSG00000198326	1.446	FALSE
TMEM240	ENSG00000205090	0.496	FALSE
TMEM241	ENSG00000134490	1.173	FALSE
TMEM242	ENSG00000215712	0.933	FALSE
TMEM243	ENSG00000135185	1.9	FALSE
TMEM244	ENSG00000203756	1.869	FALSE
TMEM245	ENSG00000106771	0.913	FALSE
TMEM247	ENSG00000284701	1.478	FALSE
TMEM248	ENSG00000106609	0.502	FALSE
TMEM249	ENSG00000261587	1.15	FALSE
TMEM25	ENSG00000149582	1.29	FALSE
TMEM250	ENSG00000238227	1.715	FALSE
TMEM251	ENSG00000153485	0.948	FALSE
TMEM252	ENSG00000181778	1.357	FALSE
TMEM253	ENSG00000232070	1.502	FALSE
TMEM254	ENSG00000133678	1.691	FALSE
TMEM255B	ENSG00000184497	1.353	FALSE
TMEM256	ENSG00000205544	1.529	FALSE
TMEM256-PLSCR3	ENSG00000262481	NA	NA
TMEM258	ENSG00000134825	1.696	FALSE
TMEM259	ENSG00000182087	0.97	FALSE
TMEM26	ENSG00000196932	1.678	FALSE
TMEM260	ENSG00000070269	1.049	FALSE
TMEM262	ENSG00000187066	1.681	FALSE
TMEM263	ENSG00000151135	0.929	FALSE
TMEM265	ENSG00000281991	1.636	FALSE
TMEM266	ENSG00000169758	0.922	FALSE
TMEM267	ENSG00000151881	1.426	FALSE
TMEM268	ENSG00000157693	0.852	FALSE
TMEM269	ENSG00000274386	1.25	FALSE
TMEM270	ENSG00000175877	1.392	FALSE
TMEM273	ENSG00000204161	1.433	FALSE
TMEM30A	ENSG00000112697	0.906	FALSE
TMEM30B	ENSG00000182107	1.643	FALSE
TMEM33	ENSG00000109133	0.752	FALSE
TMEM35B	ENSG00000243749	1.523	FALSE
TMEM37	ENSG00000171227	1.645	FALSE
TMEM38A	ENSG00000072954	1.027	FALSE
TMEM38B	ENSG00000095209	1.329	FALSE
TMEM39A	ENSG00000176142	0.58	FALSE
TMEM39B	ENSG00000121775	0.595	FALSE
TMEM40	ENSG00000088726	1.061	FALSE
TMEM41A	ENSG00000163900	1.183	FALSE
TMEM41B	ENSG00000166471	0.834	FALSE
TMEM42	ENSG00000169964	1.022	FALSE
TMEM43	ENSG00000170876	1.13	FALSE
TMEM44	ENSG00000145014	1.311	FALSE
TMEM45A	ENSG00000181458	1.069	FALSE
TMEM45B	ENSG00000151715	1.447	FALSE
TMEM50A	ENSG00000183726	0.753	FALSE
TMEM50B	ENSG00000142188	0.955	FALSE
TMEM51	ENSG00000171729	0.871	FALSE
TMEM52	ENSG00000178821	1.848	FALSE
TMEM52B	ENSG00000165685	1.489	FALSE
TMEM53	ENSG00000126106	0.977	FALSE
TMEM54	ENSG00000121900	1.57	FALSE
TMEM59	ENSG00000116209	1.31	FALSE
TMEM59L	ENSG00000105696	1.165	FALSE
TMEM60	ENSG00000135211	0.814	FALSE
TMEM61	ENSG00000143001	1.67	FALSE
TMEM62	ENSG00000137842	0.737	FALSE
TMEM63A	ENSG00000196187	0.839	FALSE
TMEM63B	ENSG00000137216	0.314	TRUE
TMEM63C	ENSG00000165548	0.438	FALSE
TMEM64	ENSG00000180694	1.353	FALSE
TMEM65	ENSG00000164983	1.875	FALSE
TMEM67	ENSG00000164953	1.079	FALSE
TMEM68	ENSG00000167904	0.942	FALSE
TMEM69	ENSG00000159596	1.63	FALSE
TMEM70	ENSG00000175606	1.375	FALSE
TMEM71	ENSG00000165071	1.516	FALSE
TMEM72	ENSG00000187783	1.081	FALSE
TMEM74	ENSG00000164841	1.072	FALSE
TMEM74B	ENSG00000125895	1.683	FALSE
TMEM79	ENSG00000163472	1.302	FALSE
TMEM80	ENSG00000177042	1.696	FALSE
TMEM81	ENSG00000174529	NA	NA
TMEM82	ENSG00000162460	1.62	FALSE
TMEM86A	ENSG00000151117	1.026	FALSE
TMEM86B	ENSG00000180089	1.816	FALSE
TMEM87A	ENSG00000103978	0.694	FALSE
TMEM87B	ENSG00000153214	1.331	FALSE
TMEM88	ENSG00000167874	1.75	FALSE
TMEM88B	ENSG00000205116	1.979	FALSE
TMEM89	ENSG00000183396	1.157	FALSE
TMEM8B	ENSG00000137103	0.835	FALSE
TMEM9	ENSG00000116857	0.917	FALSE
TMEM91	ENSG00000142046	0.856	FALSE
TMEM92	ENSG00000167105	1.517	FALSE
TMEM94	ENSG00000177728	0.601	FALSE
TMEM95	ENSG00000182896	1.203	FALSE
TMEM97	ENSG00000109084	1.083	FALSE
TMEM98	ENSG00000006042	1.072	FALSE
TMEM9B	ENSG00000175348	0.721	FALSE
TMF1	ENSG00000144747	0.62	FALSE
TMIE	ENSG00000181585	1.475	FALSE
TMIGD1	ENSG00000182271	1.338	FALSE
TMIGD2	ENSG00000167664	1.343	FALSE
TMIGD3	ENSG00000121933	0.936	FALSE
TMOD1	ENSG00000136842	0.594	FALSE
TMOD2	ENSG00000128872	0.794	FALSE
TMOD3	ENSG00000138594	0.768	FALSE
TMOD4	ENSG00000163157	1	FALSE
TMPO	ENSG00000120802	0.736	FALSE
TMPPE	ENSG00000188167	1.05	FALSE
TMPRSS11A	ENSG00000187054	1.132	FALSE
TMPRSS11B	ENSG00000185873	1.344	FALSE
TMPRSS11D	ENSG00000153802	0.974	FALSE
TMPRSS11E	ENSG00000087128	1.059	FALSE
TMPRSS11F	ENSG00000198092	0.994	FALSE
TMPRSS12	ENSG00000186452	1.494	FALSE
TMPRSS13	ENSG00000137747	0.967	FALSE
TMPRSS15	ENSG00000154646	1.12	FALSE
TMPRSS2	ENSG00000184012	0.991	FALSE
TMPRSS3	ENSG00000160183	1.106	FALSE
TMPRSS4	ENSG00000137648	0.94	FALSE
TMPRSS5	ENSG00000166682	1.319	FALSE
TMPRSS6	ENSG00000187045	0.821	FALSE
TMPRSS7	ENSG00000176040	1.048	FALSE
TMPRSS9	ENSG00000178297	1.326	FALSE
TMSB10	ENSG00000034510	1.904	FALSE
TMTC1	ENSG00000133687	0.805	FALSE
TMTC2	ENSG00000179104	0.639	FALSE
TMTC3	ENSG00000139324	0.721	FALSE
TMTC4	ENSG00000125247	0.846	FALSE
TMUB1	ENSG00000164897	1.491	FALSE
TMUB2	ENSG00000168591	1.268	FALSE
TMX1	ENSG00000139921	1.01	FALSE
TMX2	ENSG00000213593	0.866	FALSE
TMX3	ENSG00000166479	0.686	FALSE
TMX4	ENSG00000125827	1.246	FALSE
TNC	ENSG00000041982	0.608	FALSE
TNF	ENSG00000232810	0.592	FALSE
TNFAIP1	ENSG00000109079	0.9	FALSE
TNFAIP2	ENSG00000185215	1.114	FALSE
TNFAIP3	ENSG00000118503	0.209	TRUE
TNFAIP6	ENSG00000123610	1.355	FALSE
TNFAIP8	ENSG00000145779	1.264	FALSE
TNFAIP8L1	ENSG00000185361	1.939	FALSE
TNFAIP8L2	ENSG00000163154	0.829	FALSE
TNFAIP8L3	ENSG00000183578	1.237	FALSE
TNFRSF10A	ENSG00000104689	1.292	FALSE
TNFRSF10B	ENSG00000120889	1.076	FALSE
TNFRSF10C	ENSG00000173535	1.472	FALSE
TNFRSF10D	ENSG00000173530	0.917	FALSE
TNFRSF11A	ENSG00000141655	0.879	FALSE
TNFRSF11B	ENSG00000164761	0.543	FALSE
TNFRSF12A	ENSG00000006327	1.5	FALSE
TNFRSF13B	ENSG00000240505	1.794	FALSE
TNFRSF13C	ENSG00000159958	1.548	FALSE
TNFRSF14	ENSG00000157873	0.827	FALSE
TNFRSF17	ENSG00000048462	1.659	FALSE
TNFRSF18	ENSG00000186891	1.605	FALSE
TNFRSF19	ENSG00000127863	0.859	FALSE
TNFRSF1A	ENSG00000067182	0.382	TRUE
TNFRSF1B	ENSG00000028137	0.637	FALSE
TNFRSF21	ENSG00000146072	0.604	FALSE
TNFRSF25	ENSG00000215788	0.836	FALSE
TNFRSF4	ENSG00000186827	1.489	FALSE
TNFRSF6B	ENSG00000243509	1.857	FALSE
TNFRSF8	ENSG00000120949	0.536	FALSE
TNFRSF9	ENSG00000049249	0.891	FALSE
TNFSF10	ENSG00000121858	0.807	FALSE
TNFSF11	ENSG00000120659	0.603	FALSE
TNFSF12	ENSG00000239697	0.971	FALSE
TNFSF12-TNFSF13	ENSG00000248871	0.879	FALSE
TNFSF13	ENSG00000161955	0.852	FALSE
TNFSF13B	ENSG00000102524	0.452	FALSE
TNFSF14	ENSG00000125735	0.918	FALSE
TNFSF15	ENSG00000181634	0.985	FALSE
TNFSF18	ENSG00000120337	1.324	FALSE
TNFSF4	ENSG00000117586	0.99	FALSE
TNFSF8	ENSG00000106952	0.514	FALSE
TNFSF9	ENSG00000125657	1.844	FALSE
TNIK	ENSG00000154310	0.338	TRUE
TNIP1	ENSG00000145901	0.373	TRUE
TNIP2	ENSG00000168884	1.174	FALSE
TNIP3	ENSG00000050730	1.001	FALSE
TNK1	ENSG00000174292	1.139	FALSE
TNK2	ENSG00000061938	1.021	FALSE
TNKS	ENSG00000173273	0.639	FALSE
TNKS1BP1	ENSG00000149115	0.438	FALSE
TNKS2	ENSG00000107854	0.713	FALSE
TNN	ENSG00000120332	1.089	FALSE
TNNC1	ENSG00000114854	0.844	FALSE
TNNC2	ENSG00000101470	1.047	FALSE
TNNI1	ENSG00000159173	0.867	FALSE
TNNI2	ENSG00000130598	0.822	FALSE
TNNI3	ENSG00000129991	1.099	FALSE
TNNI3K	ENSG00000116783	1.404	FALSE
TNNT1	ENSG00000105048	1.415	FALSE
TNNT2	ENSG00000118194	0.683	FALSE
TNNT3	ENSG00000130595	0.866	FALSE
TNP1	ENSG00000118245	0.773	FALSE
TNP2	ENSG00000178279	1.708	FALSE
TNPO1	ENSG00000083312	0.152	TRUE
TNPO2	ENSG00000105576	0.229	TRUE
TNPO3	ENSG00000064419	0.654	FALSE
TNR	ENSG00000116147	0.373	TRUE
TNRC18	ENSG00000182095	0.556	FALSE
TNRC6A	ENSG00000090905	0.257	TRUE
TNRC6B	ENSG00000100354	0.332	TRUE
TNRC6C	ENSG00000078687	0.201	TRUE
TNS1	ENSG00000079308	0.446	FALSE
TNS2	ENSG00000111077	0.612	FALSE
TNS3	ENSG00000136205	0.427	FALSE
TNS4	ENSG00000131746	0.839	FALSE
TNXB	ENSG00000168477	0.674	FALSE
TOB1	ENSG00000141232	0.266	TRUE
TOB2	ENSG00000183864	0.421	FALSE
TOE1	ENSG00000132773	1.225	FALSE
TOGARAM1	ENSG00000198718	0.724	FALSE
TOGARAM2	ENSG00000189350	1.19	FALSE
TOLLIP	ENSG00000078902	0.747	FALSE
TOM1	ENSG00000100284	0.866	FALSE
TOM1L1	ENSG00000141198	1.31	FALSE
TOM1L2	ENSG00000175662	0.614	FALSE
TOMM20	ENSG00000173726	0.951	FALSE
TOMM20L	ENSG00000196860	1.578	FALSE
TOMM22	ENSG00000100216	0.458	FALSE
TOMM34	ENSG00000025772	0.887	FALSE
TOMM40	ENSG00000130204	0.456	FALSE
TOMM40L	ENSG00000158882	0.634	FALSE
TOMM5	ENSG00000175768	1.283	FALSE
TOMM6	ENSG00000214736	1.724	FALSE
TOMM7	ENSG00000196683	1.584	FALSE
TOMM70	ENSG00000154174	0.298	TRUE
TOMT	ENSG00000284844	1.548	FALSE
TONSL	ENSG00000160949	1.024	FALSE
TOP1	ENSG00000198900	0.122	TRUE
TOP1MT	ENSG00000184428	1.266	FALSE
TOP2A	ENSG00000131747	0.422	FALSE
TOP2B	ENSG00000077097	0.328	TRUE
TOP3A	ENSG00000177302	0.737	FALSE
TOP3B	ENSG00000100038	0.632	FALSE
TOPAZ1	ENSG00000173769	0.547	FALSE
TOPBP1	ENSG00000163781	0.225	TRUE
TOPORS	ENSG00000197579	0.418	FALSE
TOR1A	ENSG00000136827	0.84	FALSE
TOR1AIP1	ENSG00000143337	0.869	FALSE
TOR1AIP2	ENSG00000169905	0.818	FALSE
TOR1B	ENSG00000136816	0.768	FALSE
TOR2A	ENSG00000160404	1.524	FALSE
TOR3A	ENSG00000186283	1.393	FALSE
TOR4A	ENSG00000198113	1.964	FALSE
TOX	ENSG00000198846	0.326	TRUE
TOX2	ENSG00000124191	0.505	FALSE
TOX3	ENSG00000103460	0.47	FALSE
TOX4	ENSG00000092203	0.311	TRUE
TP53	ENSG00000141510	0.449	FALSE
TP53AIP1	ENSG00000120471	1.972	FALSE
TP53BP1	ENSG00000067369	0.364	TRUE
TP53BP2	ENSG00000143514	0.581	FALSE
TP53I11	ENSG00000175274	0.655	FALSE
TP53I13	ENSG00000167543	1.112	FALSE
TP53I3	ENSG00000115129	1.402	FALSE
TP53INP1	ENSG00000164938	0.901	FALSE
TP53INP2	ENSG00000078804	1.39	FALSE
TP53RK	ENSG00000172315	1.776	FALSE
TP53TG3D	ENSG00000205456	1.051	FALSE
TP53TG5	ENSG00000124251	0.842	FALSE
TP63	ENSG00000073282	0.296	TRUE
TP73	ENSG00000078900	0.576	FALSE
TPBG	ENSG00000146242	1.064	FALSE
TPBGL	ENSG00000261594	NA	NA
TPCN1	ENSG00000186815	0.58	FALSE
TPCN2	ENSG00000162341	0.977	FALSE
TPD52	ENSG00000076554	0.829	FALSE
TPD52L1	ENSG00000111907	0.977	FALSE
TPD52L2	ENSG00000101150	1.138	FALSE
TPD52L3	ENSG00000170777	1.802	FALSE
TPGS1	ENSG00000141933	1.986	FALSE
TPGS2	ENSG00000134779	1.088	FALSE
TPH1	ENSG00000129167	0.921	FALSE
TPH2	ENSG00000139287	0.547	FALSE
TPI1	ENSG00000111669	0.563	FALSE
TPK1	ENSG00000196511	1.337	FALSE
TPM1	ENSG00000140416	0.757	FALSE
TPM2	ENSG00000198467	0.87	FALSE
TPM3	ENSG00000143549	0.511	FALSE
TPM4	ENSG00000167460	0.801	FALSE
TPMT	ENSG00000137364	0.823	FALSE
TPO	ENSG00000115705	0.968	FALSE
TPP1	ENSG00000166340	0.78	FALSE
TPP2	ENSG00000134900	0.29	TRUE
TPPP	ENSG00000171368	0.755	FALSE
